grupo,programa,periodo,semestre,modalidad,sede,peama,sede_oferta,programa_original_crudo,puntaje,cupos,fuente,ord
Medellín,Ciencia Política,2010-2,II,Regular,Medellín,,,Ciencia Política,500.1182,76,102-regulares-y-MBP-web-MED.pdf,4021
Medellín,Ciencia Política,2011-1,I,Regular,Medellín,,,Ciencia Política,543.2454,81,111-regulares-y-MBP-web-MED1.pdf,4022
Medellín,Ciencia Política,2011-2,II,Regular,Medellín,,,Ciencia Política,533.2308,50,112-regulares-y-MBP-web-MED.pdf,4023
Medellín,Ciencia Política,2012-2,II,Regular,Medellín,,,Ciencia Politica,500.7207,46,122-regulares-y-MBP-web-MED.pdf,4025
Medellín,Ciencia Política,2013-1,I,Regular,Medellín,,,Ciencia Politica,566.3179,38,131-regulares-y-MBP-web-Med.pdf,4026
Medellín,Ciencia Política,2013-2,II,Regular,Medellín,,,Ciencia Política,600.9936,34,132-regulares-y-MBP-web-Med.pdf,4027
Medellín,Ciencia Política,2014-1,I,Regular,Medellín,,,Ciencia Política,619.869,45,141-regulares-y-MBPMed.pdf,4028
Medellín,Ciencia Política,2014-2,II,Regular,Medellín,,,Ciencia Política,563.5998,50,142-regulares-y-MBPMed.pdf,4029
Medellín,Ciencia Política,2015-1,I,Regular,Medellín,,,Ciencia Política,572.6611,64,151_regulares_y_MBPMed.pdf,4030
Medellín,Ciencia Política,2015-2,II,Regular,Medellín,,,Ciencia Política,524.3626,65,152_regulares_y_MBPMed.pdf,4031
Medellín,Ciencia Política,2016-1,I,Regular,Medellín,,,Ciencia Política,591.7421,60,161_regulares_y_MBPMed.pdf,4032
Medellín,Ciencia Política,2016-2,II,Regular,Medellín,,,Ciencia Política,512.7804,65,162_regulares_y_MBPMed.pdf,4033
Medellín,Ciencia Política,2017-1,I,Regular,Medellín,,,Ciencia Política,582.5847,60,171_regulares_y_MBPMed.pdf,4034
Medellín,Ciencia Política,2017-2,II,Regular,Medellín,,,Ciencia Política,520.66,59,172_regulares_y_MBPMedellin.pdf,4035
Medellín,Ciencia Política,2018-1,I,Regular,Medellín,,,Ciencia Política,589.1508,65,181_regulares_y_MBPMedellin.pdf,4036
Medellín,Ciencia Política,2018-2,II,Regular,Medellín,,,Ciencia Política,549.5355,65,182_regulares_y_MBP_Medellin.pdf,4037
Medellín,Ciencia Política,2019-1,I,Regular,Medellín,,,Ciencia Política,601.294,65,191_regulares_y_MBP_Medellin.pdf,4038
Medellín,Ciencia Política,2019-2,II,Regular,Medellín,,,Ciencia Política,511.5574,55,192_regulares_y_MBP_Medellin.pdf,4039
Medellín,Ciencia Política,2020-1,I,Regular,Medellín,,,Ciencia Politica,581.0405,55,201_regulares_y_MBP_Medellin.pdf,4040
Medellín,Ciencia Política,2020-2,II,Regular,Medellín,,,Ciencia Politica,560.7692,47,202_regulares_y_MBP_Medellin.pdf,4041
Medellín,Ciencia Política,2021-1,I,Regular,Medellín,,,Ciencia Politica,607.5672,44,211_regulares_y_MBP_MEDELLIN.pdf,4042
Medellín,Ciencia Política,2021-2,II,Regular,Medellín,,,jCiencia Politica,512.1404,55,212_regulares_y_MBP-Medellin.pdf,4043
Medellín,Ciencia Política,2022-1,I,Regular,Medellín,,,Ciencia Política,573.5045,45,22-1_regulares_y_MBP_MEDELLIN.pdf,4044
Medellín,Ciencia Política,2022-2,II,Regular,Medellín,,,Ciencia Politica,474.6997,57,22-2_regulares_y_MBP_MEDELLIN.pdf,4045
Medellín,Ciencia Política,2023-1,I,Regular,Medellín,,,jClencia Poutica,531.3032,8,23-1_regulares_y_MBP_MEDELLIN.pdf,4046
Medellín,Ciencia Política,2023-2,II,Regular,Medellín,,,jClencia Poutica,459.233,2,23-2_regulares_y_MBP_MEDELLIN.pdf,4047
Medellín,Ciencia Política,2024-1,I,Regular,Medellín,,,Ciencia Politica,511.2976,54,24-1_regulares_y_MBP_MEDELLIN.pdf,4048
Medellín,Ciencia Política,2024-2,II,Regular,Medellín,,,Ciencia Politica,367.7779,51,24-2_regulares_y_MBP_MEDELLIN.pdf,4049
Medellín,Ciencia Política,2025-1,I,Regular,Medellín,,,Ciencia Politica,526.934,59,2025-1_regulares_y_MBP_MEDELLIN.pdf,4050
Medellín,Ciencia Política,2025-2,II,Regular,Medellín,,,Ciencia Politica,291.4189,48,regulares_y_MBP_MEDELLIN.pdf,4051
Medellín,Ciencia Política,2026-1,I,Regular,Medellín,,,Ciencia Politica,487.217,62,26-1_regulares_y_MBP_MEDELLIN.pdf,4052
Medellín,Ciencias de la Computación,2019-2,II,Regular,Medellín,,,Ciencias de la Computación,529.8933,16,192_regulares_y_MBP_Medellin.pdf,4039
Medellín,Ciencias de la Computación,2020-1,I,Regular,Medellín,,,Ciencias de la Computacién,617.9336,27,201_regulares_y_MBP_Medellin.pdf,4040
Medellín,Ciencias de la Computación,2020-2,II,Regular,Medellín,,,Ciencias de la Computacién,440.6695,22,202_regulares_y_MBP_Medellin.pdf,4041
Medellín,Ciencias de la Computación,2021-1,I,Regular,Medellín,,,Ciencias de la Computacién,576.0094,33,211_regulares_y_MBP_MEDELLIN.pdf,4042
Medellín,Ciencias de la Computación,2021-2,II,Regular,Medellín,,,Ciencias de la Computacién,535.7826,33,212_regulares_y_MBP-Medellin.pdf,4043
Medellín,Ciencias de la Computación,2022-1,I,Regular,Medellín,,,Ciencias de la Computacién,574.5548,33,22-1_regulares_y_MBP_MEDELLIN.pdf,4044
Medellín,Ciencias de la Computación,2022-2,II,Regular,Medellín,,,Ciencias de la Computaci6n,457.0525,34,22-2_regulares_y_MBP_MEDELLIN.pdf,4045
Medellín,Ciencias de la Computación,2023-1,I,Regular,Medellín,,,Ciencias de la Computaci6n,584.8598,31,23-1_regulares_y_MBP_MEDELLIN.pdf,4046
Medellín,Ciencias de la Computación,2023-2,II,Regular,Medellín,,,Ciencias de la Computaci6n,600.7942,31,23-2_regulares_y_MBP_MEDELLIN.pdf,4047
Medellín,Ciencias de la Computación,2024-1,I,Regular,Medellín,,,Ciencias de la Computaci6n,628.4101,38,24-1_regulares_y_MBP_MEDELLIN.pdf,4048
Medellín,Ciencias de la Computación,2024-2,II,Regular,Medellín,,,Ciencias de la Computaci6n,530.6425,34,24-2_regulares_y_MBP_MEDELLIN.pdf,4049
Medellín,Ciencias de la Computación,2025-1,I,Regular,Medellín,,,Ciencias de la Computaci6n,558.6266,30,2025-1_regulares_y_MBP_MEDELLIN.pdf,4050
Medellín,Ciencias de la Computación,2025-2,II,Regular,Medellín,,,Ciencias de la Computaci6n,472.5355,35,regulares_y_MBP_MEDELLIN.pdf,4051
Medellín,Ciencias de la Computación,2026-1,I,Regular,Medellín,,,Ciencias de la Computaci6n,586.8916,38,26-1_regulares_y_MBP_MEDELLIN.pdf,4052
Medellín,Construcción,2007-1,I,Regular,Medellín,,,CONSTRUCCION,545.0,33,estadisticas_med_I_07.pdf,4014
Medellín,Construcción,2007-2,II,Regular,Medellín,,,Construccion,562.0,28,estadisticas_med_II_07.pdf,4015
Medellín,Construcción,2008-1,I,Regular,Medellín,,,Construccion,601.0,30,estadisticas_med_I_08.pdf,4016
Medellín,Construcción,2008-2,II,Regular,Medellín,,,Construcción,554.0205,35,estadisticas_med_II_08.pdf,4017
Medellín,Construcción,2009-1,I,Regular,Medellín,,,Construcción,614.74,36,estadisticas_med_I_09.pdf,4018
Medellín,Construcción,2009-2,II,Regular,Medellín,,,Construcción,569.1569,37,092-regulares-y-MBP-web-MED.pdf,4019
Medellín,Construcción,2010-1,I,Regular,Medellín,,,Construcción,613.4339,47,101-regulares-y-MBP-web-MED.pdf,4020
Medellín,Construcción,2010-2,II,Regular,Medellín,,,Construcción,550.7081,37,102-regulares-y-MBP-web-MED.pdf,4021
Medellín,Construcción,2011-1,I,Regular,Medellín,,,Construcción,602.7393,37,111-regulares-y-MBP-web-MED1.pdf,4022
Medellín,Construcción,2011-2,II,Regular,Medellín,,,Construcción,555.553,37,112-regulares-y-MBP-web-MED.pdf,4023
Medellín,Construcción,2012-2,II,Regular,Medellín,,,Construccion,552.8197,36,122-regulares-y-MBP-web-MED.pdf,4025
Medellín,Construcción,2013-1,I,Regular,Medellín,,,Construccion,609.329,36,131-regulares-y-MBP-web-Med.pdf,4026
Medellín,Construcción,2013-2,II,Regular,Medellín,,,Construcción,599.7754,34,132-regulares-y-MBP-web-Med.pdf,4027
Medellín,Construcción,2014-1,I,Regular,Medellín,,,Construcción,632.2782,33,141-regulares-y-MBPMed.pdf,4028
Medellín,Construcción,2014-2,II,Regular,Medellín,,,Construcción,580.8601,36,142-regulares-y-MBPMed.pdf,4029
Medellín,Construcción,2015-1,I,Regular,Medellín,,,Construcción,610.1785,41,151_regulares_y_MBPMed.pdf,4030
Medellín,Construcción,2015-2,II,Regular,Medellín,,,Construcción,575.2391,41,152_regulares_y_MBPMed.pdf,4031
Medellín,Construcción,2016-1,I,Regular,Medellín,,,Construcción,622.5963,42,161_regulares_y_MBPMed.pdf,4032
Medellín,Construcción,2016-2,II,Regular,Medellín,,,Construcción,574.3962,42,162_regulares_y_MBPMed.pdf,4033
Medellín,Construcción,2017-1,I,Regular,Medellín,,,Construcción,606.1204,42,171_regulares_y_MBPMed.pdf,4034
Medellín,Construcción,2017-2,II,Regular,Medellín,,,Construcción,568.75,40,172_regulares_y_MBPMedellin.pdf,4035
Medellín,Construcción,2018-1,I,Regular,Medellín,,,Construcción,614.7756,39,181_regulares_y_MBPMedellin.pdf,4036
Medellín,Construcción,2018-2,II,Regular,Medellín,,,Construcción,571.0598,40,182_regulares_y_MBP_Medellin.pdf,4037
Medellín,Construcción,2019-1,I,Regular,Medellín,,,Construcción,605.2888,40,191_regulares_y_MBP_Medellin.pdf,4038
Medellín,Construcción,2019-2,II,Regular,Medellín,,,Construcción,545.1272,40,192_regulares_y_MBP_Medellin.pdf,4039
Medellín,Construcción,2020-1,I,Regular,Medellín,,,Construccién,589.9957,42,201_regulares_y_MBP_Medellin.pdf,4040
Medellín,Construcción,2020-2,II,Regular,Medellín,,,Construcción,447.6924,19,202_regulares_y_MBP_Medellin.pdf,4041
Medellín,Construcción,2021-1,I,Regular,Medellín,,,Construccién,426.8701,38,211_regulares_y_MBP_MEDELLIN.pdf,4042
Medellín,Construcción,2021-2,II,Regular,Medellín,,,Construccién,457.2012,38,212_regulares_y_MBP-Medellin.pdf,4043
Medellín,Construcción,2022-1,I,Regular,Medellín,,,Construccién,372.9028,38,22-1_regulares_y_MBP_MEDELLIN.pdf,4044
Medellín,Construcción,2022-2,II,Regular,Medellín,,,Construccién,458.6966,40,22-2_regulares_y_MBP_MEDELLIN.pdf,4045
Medellín,Construcción,2023-1,I,Regular,Medellín,,,Construccién,451.7876,35,23-1_regulares_y_MBP_MEDELLIN.pdf,4046
Medellín,Construcción,2023-2,II,Regular,Medellín,,,Construccién,473.1584,38,23-2_regulares_y_MBP_MEDELLIN.pdf,4047
Medellín,Construcción,2024-1,I,Regular,Medellín,,,Construcci6n,490.3467,41,24-1_regulares_y_MBP_MEDELLIN.pdf,4048
Medellín,Construcción,2024-2,II,Regular,Medellín,,,Construcci6n,453.7115,51,24-2_regulares_y_MBP_MEDELLIN.pdf,4049
Medellín,Construcción,2025-1,I,Regular,Medellín,,,Construccién,472.4981,37,2025-1_regulares_y_MBP_MEDELLIN.pdf,4050
Medellín,Construcción,2025-2,II,Regular,Medellín,,,Construcci6n,453.3223,37,regulares_y_MBP_MEDELLIN.pdf,4051
Medellín,Construcción,2026-1,I,Regular,Medellín,,,Construcci6n,455.232,41,26-1_regulares_y_MBP_MEDELLIN.pdf,4052
Medellín,Economía,2007-1,I,Regular,Medellín,,,ECONOMIA,510.0,70,estadisticas_med_I_07.pdf,4014
Medellín,Economía,2007-2,II,Regular,Medellín,,,Economia,575.0,64,estadisticas_med_II_07.pdf,4015
Medellín,Economía,2008-1,I,Regular,Medellín,,,Economia,601.0,70,estadisticas_med_I_08.pdf,4016
Medellín,Economía,2008-2,II,Regular,Medellín,,,Economía,506.213,58,estadisticas_med_II_08.pdf,4017
Medellín,Economía,2009-1,I,Regular,Medellín,,,Economía,562.56,50,estadisticas_med_I_09.pdf,4018
Medellín,Economía,2009-2,II,Regular,Medellín,,,Economía,505.5149,58,092-regulares-y-MBP-web-MED.pdf,4019
Medellín,Economía,2010-1,I,Regular,Medellín,,,Economía,540.4782,71,101-regulares-y-MBP-web-MED.pdf,4020
Medellín,Economía,2010-2,II,Regular,Medellín,,,Economía,500.6897,50,102-regulares-y-MBP-web-MED.pdf,4021
Medellín,Economía,2011-1,I,Regular,Medellín,,,Economía,524.1273,90,111-regulares-y-MBP-web-MED1.pdf,4022
Medellín,Economía,2011-2,II,Regular,Medellín,,,Economía,519.5774,50,112-regulares-y-MBP-web-MED.pdf,4023
Medellín,Economía,2012-2,II,Regular,Medellín,,,Economia,501.8562,37,122-regulares-y-MBP-web-MED.pdf,4025
Medellín,Economía,2013-1,I,Regular,Medellín,,,Economia,573.7843,39,131-regulares-y-MBP-web-Med.pdf,4026
Medellín,Economía,2013-2,II,Regular,Medellín,,,Economía,598.7236,35,132-regulares-y-MBP-web-Med.pdf,4027
Medellín,Economía,2014-1,I,Regular,Medellín,,,Economía,626.059,44,141-regulares-y-MBPMed.pdf,4028
Medellín,Economía,2014-2,II,Regular,Medellín,,,Economía,575.0851,40,142-regulares-y-MBPMed.pdf,4029
Medellín,Economía,2015-1,I,Regular,Medellín,,,Economía,600.1747,54,151_regulares_y_MBPMed.pdf,4030
Medellín,Economía,2015-2,II,Regular,Medellín,,,Economía,549.3681,55,152_regulares_y_MBPMed.pdf,4031
Medellín,Economía,2016-1,I,Regular,Medellín,,,Economía,613.7626,50,161_regulares_y_MBPMed.pdf,4032
Medellín,Economía,2016-2,II,Regular,Medellín,,,Economía,542.2517,55,162_regulares_y_MBPMed.pdf,4033
Medellín,Economía,2017-1,I,Regular,Medellín,,,Economía,601.3474,58,171_regulares_y_MBPMed.pdf,4034
Medellín,Economía,2017-2,II,Regular,Medellín,,,Economía,547.55,63,172_regulares_y_MBPMedellin.pdf,4035
Medellín,Economía,2018-1,I,Regular,Medellín,,,Economía,604.6263,59,181_regulares_y_MBPMedellin.pdf,4036
Medellín,Economía,2018-2,II,Regular,Medellín,,,Economía,553.4038,61,182_regulares_y_MBP_Medellin.pdf,4037
Medellín,Economía,2019-1,I,Regular,Medellín,,,Economía,608.531,60,191_regulares_y_MBP_Medellin.pdf,4038
Medellín,Economía,2019-2,II,Regular,Medellín,,,Economía,531.6308,50,192_regulares_y_MBP_Medellin.pdf,4039
Medellín,Economía,2020-1,I,Regular,Medellín,,,Economia,597.8823,49,201_regulares_y_MBP_Medellin.pdf,4040
Medellín,Economía,2020-2,II,Regular,Medellín,,,Economia,540.7692,44,202_regulares_y_MBP_Medellin.pdf,4041
Medellín,Economía,2021-1,I,Regular,Medellín,,,Economia,618.6302,44,211_regulares_y_MBP_MEDELLIN.pdf,4042
Medellín,Economía,2021-2,II,Regular,Medellín,,,Economia,547.1031,55,212_regulares_y_MBP-Medellin.pdf,4043
Medellín,Economía,2022-1,I,Regular,Medellín,,,Economia,581.9966,45,22-1_regulares_y_MBP_MEDELLIN.pdf,4044
Medellín,Economía,2022-2,II,Regular,Medellín,,,Economia,511.8211,57,22-2_regulares_y_MBP_MEDELLIN.pdf,4045
Medellín,Economía,2023-1,I,Regular,Medellín,,,Economia,563.1681,58,23-1_regulares_y_MBP_MEDELLIN.pdf,4046
Medellín,Economía,2023-2,II,Regular,Medellín,,,Economia,520.4259,52,23-2_regulares_y_MBP_MEDELLIN.pdf,4047
Medellín,Economía,2024-1,I,Regular,Medellín,,,Economia,558.8465,53,24-1_regulares_y_MBP_MEDELLIN.pdf,4048
Medellín,Economía,2024-2,II,Regular,Medellín,,,Economia,441.4473,57,24-2_regulares_y_MBP_MEDELLIN.pdf,4049
Medellín,Economía,2025-1,I,Regular,Medellín,,,Economia,532.7054,61,2025-1_regulares_y_MBP_MEDELLIN.pdf,4050
Medellín,Economía,2025-2,II,Regular,Medellín,,,Economia,399.3835,45,regulares_y_MBP_MEDELLIN.pdf,4051
Medellín,Economía,2026-1,I,Regular,Medellín,,,Economia,523.607,55,26-1_regulares_y_MBP_MEDELLIN.pdf,4052
Medellín,Estadística,2007-1,I,Regular,Medellín,,,ESTADISTICA,435.0,52,estadisticas_med_I_07.pdf,4014
Medellín,Estadística,2007-2,II,Regular,Medellín,,,Estadistica,526.0,51,estadisticas_med_II_07.pdf,4015
Medellín,Estadística,2008-1,I,Regular,Medellín,,,Estadistica,563.0,59,estadisticas_med_I_08.pdf,4016
Medellín,Estadística,2008-2,II,Regular,Medellín,,,Estadística,505.0415,68,estadisticas_med_II_08.pdf,4017
Medellín,Estadística,2009-1,I,Regular,Medellín,,,Estadística,555.77,56,estadisticas_med_I_09.pdf,4018
Medellín,Estadística,2009-2,II,Regular,Medellín,,,Estadística,505.4152,70,092-regulares-y-MBP-web-MED.pdf,4019
Medellín,Estadística,2010-1,I,Regular,Medellín,,,Estadística,552.7433,72,101-regulares-y-MBP-web-MED.pdf,4020
Medellín,Estadística,2010-2,II,Regular,Medellín,,,Estadística,500.5978,73,102-regulares-y-MBP-web-MED.pdf,4021
Medellín,Estadística,2011-1,I,Regular,Medellín,,,Estadística,550.162,89,111-regulares-y-MBP-web-MED1.pdf,4022
Medellín,Estadística,2011-2,II,Regular,Medellín,,,Estadística,507.3604,71,112-regulares-y-MBP-web-MED.pdf,4023
Medellín,Estadística,2012-2,II,Regular,Medellín,,,Estadistica,500.2895,72,122-regulares-y-MBP-web-MED.pdf,4025
Medellín,Estadística,2013-1,I,Regular,Medellín,,,Estadistica,562.0704,79,131-regulares-y-MBP-web-Med.pdf,4026
Medellín,Estadística,2013-2,II,Regular,Medellín,,,Estadística,557.2744,55,132-regulares-y-MBP-web-Med.pdf,4027
Medellín,Estadística,2014-1,I,Regular,Medellín,,,Estadística,613.5846,55,141-regulares-y-MBPMed.pdf,4028
Medellín,Estadística,2014-2,II,Regular,Medellín,,,Estadística,530.4459,80,142-regulares-y-MBPMed.pdf,4029
Medellín,Estadística,2015-1,I,Regular,Medellín,,,Estadística,566.9944,70,151_regulares_y_MBPMed.pdf,4030
Medellín,Estadística,2015-2,II,Regular,Medellín,,,Estadística,517.0477,70,152_regulares_y_MBPMed.pdf,4031
Medellín,Estadística,2016-1,I,Regular,Medellín,,,Estadística,575.6532,80,161_regulares_y_MBPMed.pdf,4032
Medellín,Estadística,2016-2,II,Regular,Medellín,,,Estadística,504.0312,80,162_regulares_y_MBPMed.pdf,4033
Medellín,Estadística,2017-1,I,Regular,Medellín,,,Estadística,573.8531,85,171_regulares_y_MBPMed.pdf,4034
Medellín,Estadística,2017-2,II,Regular,Medellín,,,Estadística,500.05,85,172_regulares_y_MBPMedellin.pdf,4035
Medellín,Estadística,2018-1,I,Regular,Medellín,,,Estadística,575.7521,90,181_regulares_y_MBPMedellin.pdf,4036
Medellín,Estadística,2018-2,II,Regular,Medellín,,,Estadística,512.1647,90,182_regulares_y_MBP_Medellin.pdf,4037
Medellín,Estadística,2019-1,I,Regular,Medellín,,,Estadística,574.8205,90,191_regulares_y_MBP_Medellin.pdf,4038
Medellín,Estadística,2019-2,II,Regular,Medellín,,,Estadística,464.1384,89,192_regulares_y_MBP_Medellin.pdf,4039
Medellín,Estadística,2020-1,I,Regular,Medellín,,,Estadistica,560.5273,90,201_regulares_y_MBP_Medellin.pdf,4040
Medellín,Estadística,2020-2,II,Regular,Medellín,,,Estadística,340.0,47,202_regulares_y_MBP_Medellin.pdf,4041
Medellín,Estadística,2021-1,I,Regular,Medellín,,,Estadistica,329.8521,78,211_regulares_y_MBP_MEDELLIN.pdf,4042
Medellín,Estadística,2021-2,II,Regular,Medellín,,,Estadistica,292.5437,73,212_regulares_y_MBP-Medellin.pdf,4043
Medellín,Estadística,2022-1,I,Regular,Medellín,,,Estadistica,339.8596,80,22-1_regulares_y_MBP_MEDELLIN.pdf,4044
Medellín,Estadística,2022-2,II,Regular,Medellín,,,Estadistica,310.0516,60,22-2_regulares_y_MBP_MEDELLIN.pdf,4045
Medellín,Estadística,2023-1,I,Regular,Medellín,,,Estadistica,451.4753,70,23-1_regulares_y_MBP_MEDELLIN.pdf,4046
Medellín,Estadística,2023-2,II,Regular,Medellín,,,Estadistica,305.8328,48,23-2_regulares_y_MBP_MEDELLIN.pdf,4047
Medellín,Estadística,2024-1,I,Regular,Medellín,,,Estadistica,451.6513,61,24-1_regulares_y_MBP_MEDELLIN.pdf,4048
Medellín,Estadística,2024-2,II,Regular,Medellín,,,Estadistica,322.8424,24,24-2_regulares_y_MBP_MEDELLIN.pdf,4049
Medellín,Estadística,2025-1,I,Regular,Medellín,,,Estadistica,336.4191,69,2025-1_regulares_y_MBP_MEDELLIN.pdf,4050
Medellín,Estadística,2025-2,II,Regular,Medellín,,,Estadistica,349.6596,25,regulares_y_MBP_MEDELLIN.pdf,4051
Medellín,Estadística,2026-1,I,Regular,Medellín,,,Estadistica,258.8151,84,26-1_regulares_y_MBP_MEDELLIN.pdf,4052
Medellín,Historia,2007-1,I,Regular,Medellín,,,HISTORIA,518.0,70,estadisticas_med_I_07.pdf,4014
Medellín,Historia,2007-2,II,Regular,Medellín,,,Historia,547.0,67,estadisticas_med_II_07.pdf,4015
Medellín,Historia,2008-1,I,Regular,Medellín,,,Historia,550.0,70,estadisticas_med_I_08.pdf,4016
Medellín,Historia,2008-2,II,Regular,Medellín,,,Historia,563.9948,43,estadisticas_med_II_08.pdf,4017
Medellín,Historia,2009-1,I,Regular,Medellín,,,Historia,602.78,43,estadisticas_med_I_09.pdf,4018
Medellín,Historia,2009-2,II,Regular,Medellín,,,Historia,551.3435,60,092-regulares-y-MBP-web-MED.pdf,4019
Medellín,Historia,2010-1,I,Regular,Medellín,,,Historia,527.222,75,101-regulares-y-MBP-web-MED.pdf,4020
Medellín,Historia,2010-2,II,Regular,Medellín,,,Historia,500.0161,78,102-regulares-y-MBP-web-MED.pdf,4021
Medellín,Historia,2011-1,I,Regular,Medellín,,,Historia,560.0603,95,111-regulares-y-MBP-web-MED1.pdf,4022
Medellín,Historia,2011-2,II,Regular,Medellín,,,Historia,534.4209,64,112-regulares-y-MBP-web-MED.pdf,4023
Medellín,Historia,2012-2,II,Regular,Medellín,,,Historia,504.1985,64,122-regulares-y-MBP-web-MED.pdf,4025
Medellín,Historia,2013-1,I,Regular,Medellín,,,Historia,597.1335,48,131-regulares-y-MBP-web-Med.pdf,4026
Medellín,Historia,2013-2,II,Regular,Medellín,,,Historia,588.1149,39,132-regulares-y-MBP-web-Med.pdf,4027
Medellín,Historia,2014-1,I,Regular,Medellín,,,Historia,618.087,44,141-regulares-y-MBPMed.pdf,4028
Medellín,Historia,2014-2,II,Regular,Medellín,,,Historia,549.5108,50,142-regulares-y-MBPMed.pdf,4029
Medellín,Historia,2015-1,I,Regular,Medellín,,,Historia,568.7578,60,151_regulares_y_MBPMed.pdf,4030
Medellín,Historia,2015-2,II,Regular,Medellín,,,Historia,526.5348,64,152_regulares_y_MBPMed.pdf,4031
Medellín,Historia,2016-1,I,Regular,Medellín,,,Historia,580.7201,55,161_regulares_y_MBPMed.pdf,4032
Medellín,Historia,2016-2,II,Regular,Medellín,,,Historia,508.4794,64,162_regulares_y_MBPMed.pdf,4033
Medellín,Historia,2017-1,I,Regular,Medellín,,,Historia,570.7043,65,171_regulares_y_MBPMed.pdf,4034
Medellín,Historia,2017-2,II,Regular,Medellín,,,Historia,519.99,60,172_regulares_y_MBPMedellin.pdf,4035
Medellín,Historia,2018-1,I,Regular,Medellín,,,Historia,575.8276,74,181_regulares_y_MBPMedellin.pdf,4036
Medellín,Historia,2018-2,II,Regular,Medellín,,,Historia,529.9309,74,182_regulares_y_MBP_Medellin.pdf,4037
Medellín,Historia,2019-1,I,Regular,Medellín,,,Historia,575.174,74,191_regulares_y_MBP_Medellin.pdf,4038
Medellín,Historia,2019-2,II,Regular,Medellín,,,Historia,500.7554,61,192_regulares_y_MBP_Medellin.pdf,4039
Medellín,Historia,2020-1,I,Regular,Medellín,,,Historia,560.9815,64,201_regulares_y_MBP_Medellin.pdf,4040
Medellín,Historia,2020-2,II,Regular,Medellín,,,Historia,503.8462,50,202_regulares_y_MBP_Medellin.pdf,4041
Medellín,Historia,2021-1,I,Regular,Medellín,,,lHistoria,569.5252,44,211_regulares_y_MBP_MEDELLIN.pdf,4042
Medellín,Historia,2021-2,II,Regular,Medellín,,,Historia,459.062,55,212_regulares_y_MBP-Medellin.pdf,4043
Medellín,Historia,2022-1,I,Regular,Medellín,,,Historia,533.4089,45,22-1_regulares_y_MBP_MEDELLIN.pdf,4044
Medellín,Historia,2022-2,II,Regular,Medellín,,,Historia,454.2794,57,22-2_regulares_y_MBP_MEDELLIN.pdf,4045
Medellín,Historia,2023-1,I,Regular,Medellín,,,Historia,492.6675,62,23-1_regulares_y_MBP_MEDELLIN.pdf,4046
Medellín,Historia,2023-2,II,Regular,Medellín,,,Historia,346.7317,47,23-2_regulares_y_MBP_MEDELLIN.pdf,4047
Medellín,Historia,2024-1,I,Regular,Medellín,,,Historia,453.2842,55,24-1_regulares_y_MBP_MEDELLIN.pdf,4048
Medellín,Historia,2024-2,II,Regular,Medellín,,,Historia,283.69,35,24-2_regulares_y_MBP_MEDELLIN.pdf,4049
Medellín,Historia,2025-1,I,Regular,Medellín,,,Historia,446.7739,58,2025-1_regulares_y_MBP_MEDELLIN.pdf,4050
Medellín,Historia,2025-2,II,Regular,Medellín,,,Historia,340.484,35,regulares_y_MBP_MEDELLIN.pdf,4051
Medellín,Historia,2026-1,I,Regular,Medellín,,,Historia,396.9793,57,26-1_regulares_y_MBP_MEDELLIN.pdf,4052
Medellín,Ingeniería Administrativa,2007-1,I,Regular,Medellín,,,INGENIERIA ADMINISTRATIVA,572.0,95,estadisticas_med_I_07.pdf,4014
Medellín,Ingeniería Administrativa,2007-2,II,Regular,Medellín,,,Ingenieria Administrativa,564.0,94,estadisticas_med_II_07.pdf,4015
Medellín,Ingeniería Administrativa,2008-1,I,Regular,Medellín,,,Ingenieria Administrativa,639.0,104,estadisticas_med_I_08.pdf,4016
Medellín,Ingeniería Administrativa,2008-2,II,Regular,Medellín,,,Ingeniería Administrativa,578.791,94,estadisticas_med_II_08.pdf,4017
Medellín,Ingeniería Administrativa,2009-1,I,Regular,Medellín,,,Ingeniería Administrativa,621.19,98,estadisticas_med_I_09.pdf,4018
Medellín,Ingeniería Administrativa,2009-2,II,Regular,Medellín,,,Ingeniería Administrativa,559.2396,99,092-regulares-y-MBP-web-MED.pdf,4019
Medellín,Ingeniería Administrativa,2010-1,I,Regular,Medellín,,,Ingeniería Administrativa,630.6314,91,101-regulares-y-MBP-web-MED.pdf,4020
Medellín,Ingeniería Administrativa,2010-2,II,Regular,Medellín,,,Ingeniería Administrativa,537.0188,93,102-regulares-y-MBP-web-MED.pdf,4021
Medellín,Ingeniería Administrativa,2011-1,I,Regular,Medellín,,,Ingeniería Administrativa,626.2864,91,111-regulares-y-MBP-web-MED1.pdf,4022
Medellín,Ingeniería Administrativa,2011-2,II,Regular,Medellín,,,Ingeniería Administrativa,557.9915,81,112-regulares-y-MBP-web-MED.pdf,4023
Medellín,Ingeniería Administrativa,2012-2,II,Regular,Medellín,,,Ingenieria Administrativa,554.417,67,122-regulares-y-MBP-web-MED.pdf,4025
Medellín,Ingeniería Administrativa,2013-1,I,Regular,Medellín,,,Ingenieria Administrativa,628.2135,67,131-regulares-y-MBP-web-Med.pdf,4026
Medellín,Ingeniería Administrativa,2013-2,II,Regular,Medellín,,,Ingeniería Administrativa,586.5518,90,132-regulares-y-MBP-web-Med.pdf,4027
